,rotation,max_val,rotation_reverse,max_val_reverse,translation,x,y,z,score,reversed_diff,reversed_best,file_name,channel,roll,pitch,yaw,channel_reverse,roll_reverse,pitch_reverse,yaw_reverse
0,0,0,0,0,0,0,0,0,0,0,0,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15421687.png,0,0,0,0,0,0,0,0
0,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 25.00",109.4880051899558,"pitch/theta/X: 138.63, yaw/phi/Y: 40.95, roll/Z: 25.00",109.70589705188763,"x: 0.93, y: 0.01, z: 20.89",0.9340920201204743,0.008981654039619945,20.887567533999874,0.007719789379534769,0.2178918619318324,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,25,138.626,40.95,rb,25,138.626,40.95
1,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 48.00",98.33664576792329,"pitch/theta/X: 55.45, yaw/phi/Y: -37.35, roll/Z: 48.00",99.32180752249518,"x: 0.79, y: 0.01, z: 17.73",0.7927066422405761,0.007622179252313233,17.725998261193567,0.011106044466201281,0.9851617545718909,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,48,55.45,-37.35,rb,48,55.45,-37.35
2,"pitch/theta/X: 190.03, yaw/phi/Y: -85.95, roll/Z: 254.00",126.7555611915384,"pitch/theta/X: 190.03, yaw/phi/Y: -85.95, roll/Z: 254.00",126.03665918891342,"x: 0.98, y: 0.01, z: 21.95",0.9815106886915481,0.009437602775880271,21.9479134322797,0.01646089604706652,-0.7189020026249864,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,254,190.031,-85.95,rg,254,190.031,-85.95
3,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 308.00",129.2040024839104,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 308.00",128.36699540441091,"x: 0.98, y: 0.01, z: 21.95",0.9815565112090915,0.009438043377010494,21.94893808607092,0.017995858936570686,-0.8370070794994717,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,308,137.508,-88.65,rb,308,137.508,-88.65
4,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 308.00",129.07141699337114,"pitch/theta/X: 137.51, yaw/phi/Y: -88.65, roll/Z: 308.00",128.2535537123787,"x: 0.98, y: 0.01, z: 21.96",0.9821903893684404,0.009444138359311927,21.963112463516115,0.01803168774710348,-0.8178632809924409,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,308,137.508,-88.65,rg,308,137.508,-88.65
5,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 33.00",131.05833614091915,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 33.00",130.04711795633412,"x: 0.98, y: 0.01, z: 21.93",0.9808538992734271,0.009431287493013724,21.933226727938894,0.019326800093984714,-1.011218184585033,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,33,52.523,-86.85,rg,33,52.523,-86.85
6,"pitch/theta/X: 20.06, yaw/phi/Y: -82.35, roll/Z: 65.00",130.1298825635076,"pitch/theta/X: 20.06, yaw/phi/Y: -82.35, roll/Z: 65.00",128.900595391862,"x: 0.98, y: 0.01, z: 21.94",0.9813197615351176,0.009435766937837669,21.943644041482955,0.01934864735183575,-1.229287171645609,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,65,20.062,-82.35,rg,65,20.062,-82.35
7,"pitch/theta/X: 190.03, yaw/phi/Y: -85.95, roll/Z: 255.00",127.60083954192866,"pitch/theta/X: 190.03, yaw/phi/Y: -85.95, roll/Z: 255.00",126.8401133516318,"x: 0.99, y: 0.01, z: 22.04",0.9857569086505619,0.00947843181394771,22.04286468359933,0.019500957485799608,-0.7607261902968645,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,255,190.031,-85.95,rb,255,190.031,-85.95
8,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 33.00",130.48160837511145,"pitch/theta/X: 52.52, yaw/phi/Y: -86.85, roll/Z: 33.00",129.49132109983847,"x: 0.98, y: 0.01, z: 21.92",0.9803345774079363,0.00942629401353785,21.921613984971746,0.019565675742413663,-0.9902872752729763,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,33,52.523,-86.85,rb,33,52.523,-86.85
9,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 201.00",124.84842145845587,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 201.00",124.17306363906329,"x: 0.97, y: 0.01, z: 21.73",0.9717046699372786,0.009343314134012294,21.728637520958827,0.020024857081564623,-0.6753578193925875,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,201,242.554,-83.25,rb,201,242.554,-83.25
10,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 117.00",128.39232610674114,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 117.00",127.64339147551127,"x: 0.98, y: 0.01, z: 21.88",0.9784864025336891,0.009408523101285472,21.88028628205924,0.022790392255784664,-0.7489346312298721,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,117,327.539,-85.05,rb,117,327.539,-85.05
11,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 117.00",128.26152346546368,"pitch/theta/X: 327.54, yaw/phi/Y: -85.05, roll/Z: 117.00",127.37450214983346,"x: 0.97, y: 0.01, z: 21.80",0.9748740607340245,0.009373789045519465,21.799509408184807,0.022881090360141215,-0.8870213156302214,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,117,327.539,-85.05,rg,117,327.539,-85.05
12,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 79.00",133.97545980075526,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 79.00",133.07241660791422,"x: 0.98, y: 0.01, z: 21.81",0.9752635521331426,0.009377534155126372,21.80821896541017,0.023650702933165207,-0.9030431928410394,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,79,0.0,-89.55,rb,79,0.0,-89.55
13,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 79.00",134.02684697566846,"pitch/theta/X: 0.00, yaw/phi/Y: -89.55, roll/Z: 79.00",133.1085884005136,"x: 0.98, y: 0.01, z: 21.81",0.975378108427001,0.009378635657951934,21.810780599888222,0.023730496582313687,-0.9182585751548515,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,79,0.0,-89.55,rg,79,0.0,-89.55
14,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 170.00",127.14265130868449,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 170.00",126.49330844509028,"x: 0.97, y: 0.01, z: 21.80",0.9747976898714523,0.009373054710302427,21.797801651866113,0.024809386359709473,-0.6493428635942138,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,170,275.016,-87.75,rg,170,275.016,-87.75
15,"pitch/theta/X: 105.05, yaw/phi/Y: -84.15, roll/Z: 340.00",125.48985831531624,"pitch/theta/X: 105.05, yaw/phi/Y: -84.15, roll/Z: 340.00",124.39360856406815,"x: 0.99, y: 0.01, z: 22.05",0.9858561907719056,0.009479386449729862,22.045084766813638,0.025105041100853737,-1.096249751248095,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,340,105.047,-84.15,rb,340,105.047,-84.15
16,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 170.00",127.0584366025171,"pitch/theta/X: 275.02, yaw/phi/Y: -87.75, roll/Z: 170.00",126.39115020804563,"x: 0.97, y: 0.01, z: 21.79",0.9746525852325649,0.009371659473390049,21.794556914860582,0.02513074236823873,-0.6672863944714749,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,170,275.016,-87.75,rb,170,275.016,-87.75
17,"pitch/theta/X: 105.05, yaw/phi/Y: -84.15, roll/Z: 340.00",125.75661022757751,"pitch/theta/X: 105.05, yaw/phi/Y: -84.15, roll/Z: 340.00",124.58376866625014,"x: 0.99, y: 0.01, z: 22.08",0.9875134384897222,0.009495321523939637,22.08214307892939,0.02535786461226311,-1.172841561327374,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,340,105.047,-84.15,rg,340,105.047,-84.15
18,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 76.00",122.90772249077312,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 76.00",123.69431461200348,"x: 0.99, y: 0.01, z: 22.20",0.9928517617835183,0.009546651555610753,22.20151524560641,0.025397859941457657,0.7865921212303562,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,76,4.045,89.55,rb,76,4.045,89.55
19,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 76.00",122.86070577491162,"pitch/theta/X: 4.04, yaw/phi/Y: 89.55, roll/Z: 76.00",123.64677527491469,"x: 0.99, y: 0.01, z: 22.21",0.9930350518536916,0.00954841396013165,22.205613860771283,0.025521646580459023,0.786069500003066,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,76,4.045,89.55,rg,76,4.045,89.55
20,"pitch/theta/X: 20.06, yaw/phi/Y: -82.35, roll/Z: 65.00",131.95862581971727,"pitch/theta/X: 20.06, yaw/phi/Y: -82.35, roll/Z: 65.00",130.8713385637101,"x: 0.99, y: 0.01, z: 22.18",0.9920880531577966,0.009539308203440351,22.184437682419425,0.025639730000616895,-1.0872872560071585,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,65,20.062,-82.35,rb,65,20.062,-82.35
21,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 146.00",121.2817999091904,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 146.00",122.02496790085308,"x: 0.95, y: 0.01, z: 21.14",0.945371996522387,0.009090115351176799,21.139803142271628,0.029138643519352775,0.7431679916626877,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,146,73.703,49.95,rg,146,73.703,49.95
22,"pitch/theta/X: 152.83, yaw/phi/Y: -50.85, roll/Z: 98.00",110.12332062997068,"pitch/theta/X: 152.83, yaw/phi/Y: -50.85, roll/Z: 98.00",110.4423347230473,"x: 0.94, y: 0.01, z: 20.97",0.937979297025399,0.009019031702167299,20.974492330621626,0.02922336730685593,0.31901409307661766,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,98,152.834,-50.85,rb,98,152.834,-50.85
23,"pitch/theta/X: 226.54, yaw/phi/Y: 88.65, roll/Z: 298.00",123.5553392475234,"pitch/theta/X: 226.54, yaw/phi/Y: 88.65, roll/Z: 298.00",124.32417770547193,"x: 0.99, y: 0.01, z: 22.18",0.9919582226914236,0.009538059833571382,22.181534496677635,0.029745780917560166,0.7688384579485188,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,298,226.537,88.65,rb,298,226.537,88.65
24,"pitch/theta/X: 226.54, yaw/phi/Y: 88.65, roll/Z: 298.00",123.64845011660786,"pitch/theta/X: 226.54, yaw/phi/Y: 88.65, roll/Z: 298.00",124.4140096024909,"x: 0.99, y: 0.01, z: 22.18",0.9921109644165682,0.009539528504005463,22.184950009315035,0.0298793515008573,0.7655594858830455,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,298,226.537,88.65,rg,298,226.537,88.65
25,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 201.00",126.68109899722081,"pitch/theta/X: 242.55, yaw/phi/Y: -83.25, roll/Z: 201.00",126.05188530851589,"x: 0.98, y: 0.01, z: 21.86",0.9777914276842823,0.009401840650810407,21.86474569955909,0.03021475750964786,-0.6292136887049224,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,201,242.554,-83.25,rg,201,242.554,-83.25
26,"pitch/theta/X: 174.01, yaw/phi/Y: 85.95, roll/Z: 245.00",125.57474507459138,"pitch/theta/X: 174.01, yaw/phi/Y: 85.95, roll/Z: 245.00",126.50901681295328,"x: 1.00, y: 0.01, z: 22.37",1.0002062758492203,0.009617368037011733,22.36597217909706,0.0321143411961817,0.9342717383619004,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,245,174.014,85.95,rg,245,174.014,85.95
27,"pitch/theta/X: 72.58, yaw/phi/Y: -79.65, roll/Z: 14.00",125.21873834440493,"pitch/theta/X: 72.58, yaw/phi/Y: -79.65, roll/Z: 14.00",123.9429412390905,"x: 0.98, y: 0.01, z: 22.01",0.9841989430540892,0.009463451375520088,22.008026454697884,0.032407188926938446,-1.2757971053144246,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,14,72.585,-79.65,rb,14,72.585,-79.65
28,"pitch/theta/X: 223.61, yaw/phi/Y: 39.15, roll/Z: 86.00",93.01711912348239,"pitch/theta/X: 223.61, yaw/phi/Y: 39.15, roll/Z: 86.00",93.08149106961774,"x: 0.71, y: 0.01, z: 15.92",0.7118833583804259,0.00684503229211948,15.918679749115071,0.03319422231040592,0.06437194613535269,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,86,223.61,39.15,rb,86,223.61,39.15
29,"pitch/theta/X: 72.58, yaw/phi/Y: -79.65, roll/Z: 14.00",125.2625529167111,"pitch/theta/X: 72.58, yaw/phi/Y: -79.65, roll/Z: 14.00",123.94082115967149,"x: 0.99, y: 0.01, z: 22.03",0.9852681351300997,0.009473732068558652,22.03193504315966,0.033366324484017246,-1.3217317570396148,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,14,72.585,-79.65,rg,14,72.585,-79.65
30,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 162.00",126.79125820980157,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 162.00",127.32595810154304,"x: 1.00, y: 0.01, z: 22.40",1.0015351288579766,0.009630145469788238,22.395687139042415,0.03447487685186876,0.534699891741468,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,162,89.03,87.75,rb,162,89.03,87.75
31,"pitch/theta/X: 210.09, yaw/phi/Y: -78.75, roll/Z: 235.00",124.49591048321308,"pitch/theta/X: 210.09, yaw/phi/Y: -78.75, roll/Z: 235.00",123.87376286777706,"x: 0.98, y: 0.01, z: 21.98",0.9828242675277897,0.009450233341613363,21.977286840961312,0.034707280806461294,-0.6221476154360204,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,235,210.093,-78.75,rg,235,210.093,-78.75
32,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 167.00",125.71587622418238,"pitch/theta/X: 93.77, yaw/phi/Y: 57.15, roll/Z: 167.00",126.70298826911997,"x: 0.99, y: 0.01, z: 22.14",0.9900260398683473,0.009519481152580264,22.138328261814568,0.0353819976216547,0.9871120449375894,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,167,93.766,57.15,rg,167,93.766,57.15
33,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 109.00",126.3205433184817,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 109.00",127.0216506736532,"x: 1.01, y: 0.01, z: 22.49",1.0055293249705022,0.009668551201639446,22.48500279451034,0.03542228708421932,0.7011073551715015,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,109,36.506,85.05,rg,109,36.506,85.05
34,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 162.00",126.731481186071,"pitch/theta/X: 89.03, yaw/phi/Y: 87.75, roll/Z: 162.00",127.27110985984596,"x: 1.00, y: 0.01, z: 22.42",1.0024439421225857,0.009638884058871016,22.416009439234927,0.035563474410082424,0.5396286737749705,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,162,89.03,87.75,rg,162,89.03,87.75
35,"pitch/theta/X: 225.42, yaw/phi/Y: -40.95, roll/Z: 46.00",101.81891180718307,"pitch/theta/X: 225.42, yaw/phi/Y: -40.95, roll/Z: 46.00",102.85719698854942,"x: 0.74, y: 0.01, z: 16.45",0.7355735999503197,0.007072823076445381,16.448425759175308,0.03602503737786922,1.0382851813663478,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,46,225.419,-40.95,rb,46,225.419,-40.95
36,"pitch/theta/X: 174.01, yaw/phi/Y: 85.95, roll/Z: 245.00",125.59767370716365,"pitch/theta/X: 174.01, yaw/phi/Y: 85.95, roll/Z: 245.00",126.62519318352807,"x: 1.00, y: 0.01, z: 22.45",1.004055367322859,0.009654378531950567,22.45204309755946,0.03640208142961543,1.027519476364418,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,245,174.014,85.95,rb,245,174.014,85.95
37,"pitch/theta/X: 157.57, yaw/phi/Y: -81.45, roll/Z: 286.00",126.44092747578885,"pitch/theta/X: 157.57, yaw/phi/Y: -81.45, roll/Z: 286.00",125.51187506080136,"x: 0.99, y: 0.01, z: 22.14",0.990186418679749,0.00952102325653605,22.141914550083836,0.036436974998283245,-0.9290524149874955,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,286,157.57,-81.45,rg,286,157.57,-81.45
38,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 109.00",125.95609995928353,"pitch/theta/X: 36.51, yaw/phi/Y: 85.05, roll/Z: 109.00",126.50766934804399,"x: 1.01, y: 0.01, z: 22.54",1.0079731925728121,0.009692049928584735,22.539650996708687,0.036459750899447585,0.5515693887604556,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,109,36.506,85.05,rb,109,36.506,85.05
39,"pitch/theta/X: 347.60, yaw/phi/Y: -77.85, roll/Z: 97.00",127.57667094246897,"pitch/theta/X: 347.60, yaw/phi/Y: -77.85, roll/Z: 97.00",126.53662748329056,"x: 0.97, y: 0.01, z: 21.63",0.9673133453393774,0.009301089859032477,21.630441532633668,0.036708392677808205,-1.0400434591784062,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,97,347.601,-77.85,rg,97,347.601,-77.85
40,"pitch/theta/X: 245.48, yaw/phi/Y: -33.75, roll/Z: 29.00",102.38343410460105,"pitch/theta/X: 245.48, yaw/phi/Y: -33.75, roll/Z: 29.00",103.38489695159319,"x: 0.70, y: 0.01, z: 15.72",0.7030243383220516,0.006759849406942804,15.720580016146059,0.036757844016611224,1.0014628469921405,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,29,245.481,-33.75,rg,29,245.481,-33.75
41,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 147.00",123.31988097631884,"pitch/theta/X: 73.70, yaw/phi/Y: 49.95, roll/Z: 147.00",123.8601991471519,"x: 0.94, y: 0.01, z: 21.11",0.9441729739800034,0.009078586288269264,21.11299136806806,0.037141841128211894,0.5403181708330607,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,147,73.703,49.95,rb,147,73.703,49.95
42,"pitch/theta/X: 311.52, yaw/phi/Y: 86.85, roll/Z: 24.00",122.4921899394124,"pitch/theta/X: 311.52, yaw/phi/Y: 86.85, roll/Z: 24.00",123.15985257461921,"x: 0.98, y: 0.01, z: 21.97",0.9823965906973856,0.009446121064397938,21.967723405576603,0.03769455379095882,0.6676626352068098,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rb,24,311.522,86.85,rb,24,311.522,86.85
43,"pitch/theta/X: 311.52, yaw/phi/Y: 86.85, roll/Z: 24.00",122.4213099320733,"pitch/theta/X: 311.52, yaw/phi/Y: 86.85, roll/Z: 24.00",123.09282990419173,"x: 0.98, y: 0.01, z: 21.96",0.9819536396944667,0.009441861920139101,21.95781841892815,0.038037559721175174,0.671519972118432,True,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,24,311.522,86.85,rg,24,311.522,86.85
44,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 148.00",128.67256114844946,"pitch/theta/X: 295.08, yaw/phi/Y: -80.55, roll/Z: 148.00",127.91123186123633,"x: 0.97, y: 0.01, z: 21.77",0.9733313693100663,0.009358955474135252,21.765012730547102,0.039637074439358266,-0.7613292872131296,False,test_images/dynamic_unknowndeg_0to360_5degstep/A240105_15331309.png,rg,148,295.078,-80.55,rg,148,295.078,-80.55
